ty
604
604
604
604
604
602
599
593
584
576
572
573
578
584
589
593
597
600
602
601
596
588
579
573
573
576
581
585
589
592
594
596
596
592
586
580
577
578
583
586
588
590
592
593
592
589
585
582
581
583
585
587
589
591
592
592
590
585
579
576
579
583
586
589
592
594
596
596
592
586
580
577
579
582
585
588
590
592
594
593
590
584
578
575
576
581
585
589
591
594
597
597
594
588
580
575
574
577
582
585
586
589
590
592
590
586
581
576
575
578
583
587
591
593
596
598
597
592
585
577
571
571
575
581
585
589
591
594
596
595
592
586
577
572
572
576
581
586
589
592
594
595
594
590
583
575
570
570
575
580
584
588
592
594
595
595
591
584
575
571
571
576
581
586
589
592
595
596
595
590
584
578
576
578
582
585
587
589
591
592
590
587
583
579
579
581
582
582
582
581
580
576
570
562
554
548
547
547
546
544
542
540
538
532
524
514
504
499
498
502
507
512
513
503
480
445
402
355
305
252
200
151
108
76
60
62
76
96
122
159
204
251
299
349
401
449
493
532
563
583
592
597
600
600
595
587
578
571
570
572
578
583
588
591
594
596
597
595
589
582
575
573
575
581
586
591
594
597
600
601
598
592
584
576
574
575
581
586
590
593
596
598
600
598
592
584
575
572
572
576
583
587
591
594
597
598
597
591
585
579
575
576
581
586
589
592
594
596
597
594
588
581
574
572
575
580
585
589
592
594
595
595
592
586
579
574
574
578
583
586
590
592
594
595
594
588
582
576
573
576
581
585
588
591
592
594
594
590
584
577
572
572
575
582
587
592
595
599
600
600
596
589
580
571
567
567
572
578
584
587
590
593
595
594
591
585
579
576
577
581
583
585
587
588
589
588
585
580
576
575
579
582
584
586
588
590
591
589
584
578
571
570
574
579
584
589
593
596
599
599
596
589
581
573
570
570
575
581
587
590
594
597
599
599
594
587
578
570
566
568
573
578
583
587
590
592
594
593
589
582
574
570
572
577
581
585
587
590
592
593
591
586
578
570
567
569
573
580
586
590
594
597
598
596
592
585
578
572
572
576
582
586
590
594
597
598
597
593
586
576
570
568
571
576
582
586
590
593
595
597
595
589
581
573
568
568
568
568
568
568
563
563
563
563
563
561
557
549
541
536
535
537
542
546
550
554
557
559
559
557
551
544
536
534
535
540
544
548
550
553
555
556
554
549
544
540
539
542
546
548
550
551
552
552
550
546
543
541
541
543
545
547
549
550
551
550
547
542
538
538
541
544
547
549
551
554
554
552
548
542
537
537
540
544
546
548
550
551
553
551
547
541
537
536
539
543
546
549
551
554
555
554
550
544
537
534
536
540
544
546
548
549
550
551
549
544
539
536
537
541
545
548
551
553
556
556
554
548
541
534
532
534
538
543
546
549
552
554
555
552
548
542
535
533
535
540
544
547
550
552
554
553
551
546
539
533
531
533
538
542
546
549
552
554
554
551
546
540
534
532
535
539
544
548
551
553
555
555
551
546
540
535
534
535
536
535
534
532
530
526
519
512
503
496
493
492
489
486
484
482
480
476
471
466
462
462
465
469
471
473
475
476
471
450
412
366
319
274
231
190
151
115
83
66
63
67
73
79
92
118
160
209
261
312
361
407
451
493
528
547
549
544
537
533
533
537
542
546
550
554
558
560
560
556
549
541
534
530
531
534
540
544
547
551
553
554
554
551
545
539
535
535
539
544
548
551
554
557
559
558
554
546
539
534
534
538
542
546
549
551
553
555
555
551
545
538
533
532
534
539
544
547
550
553
554
554
551
546
540
535
535
539
543
546
549
551
553
554
553
549
542
535
531
532
537
541
545
548
550
553
554
552
548
541
536
534
536
541
545
548
550
552
554
554
550
545
539
535
535
539
543
546
548
550
552
552
550
546
540
534
532
534
538
543
547
551
554
557
557
555
550
542
534
529
529
530
536
541
545
548
551
553
553
551
546
541
536
536
539
541
543
544
546
547
547
545
542
537
534
536
539
542
