下划数据
86
86
86
86
85
85
86
86
87
87
86
86
86
86
87
87
86
86
85
85
87
87
86
86
85
85
87
87
88
88
87
87
86
86
85
85
85
85
86
86
86
86
86
86
87
87
85
85
87
87
86
86
86
86
86
86
85
85
88
88
86
86
88
88
86
86
84
84
87
87
85
85
86
86
87
87
86
86
86
86
86
86
86
86
83
83
86
86
87
87
88
88
86
86
85
85
85
85
87
87
89
89
86
86
86
86
86
86
86
86
84
84
87
87
86
86
87
87
88
88
88
88
87
87
87
87
86
86
86
86
85
85
86
86
86
86
86
86
86
86
86
86
87
87
86
86
88
88
85
85
88
88
88
88
88
88
86
86
86
86
85
85
85
85
88
88
85
85
85
85
85
85
84
84
85
85
86
86
85
85
86
86
86
86
84
84
85
85
86
86
84
84
84
84
84
84
87
87
84
84
84
84
85
85
83
83
85
85
83
83
84
84
84
84
86
86
85
85
85
85
85
85
85
85
87
87
83
83
85
85
84
84
84
84
83
83
85
85
85
85
85
85
84
84
84
84
82
82
82
82
79
79
79
79
77
77
77
77
78
78
71
71
66
66
63
63
59
59
58
58
53
53
48
48
48
48
42
42
37
37
34
34
35
35
32
32
32
32
32
32
31
31
29
29
30
30
29
29
27
27
27
27
26
26
23
23
23
23
21
21
16
16
16
16
17
17
24
24
27
27
27
27
29
29
34
34
45
45
47
47
46
46
49
49
49
49
52
52
58
58
73
73
82
82
86
86
85
85
86
86
86
86
85
85
85
85
87
87
86
86
79
79
86
86
85
85
87
87
86
86
86
86
87
87
86
86
86
86
88
88
86
86
91
91
87
87
83
83
88
88
87
87
90
90
87
87
88
88
87
87
91
91
87
87
86
86
88
88
86
86
89
89
81
81
87
87
90
90
90
90
89
89
89
89
90
90
87
87
89
89
87
87
89
89
86
86
89
89
86
86
88
88
88
88
85
85
88
88
89
89
86
86
91
91
87
87
86
86
86
86
90
90
88
88
89
89
89
89
87
87
85
85
86
86
87
87
84
84
87
87
88
88
87
87
85
85
87
87
88
88
93
93
88
88
87
87
94
94
89
89
87
87
88
88
88
88
89
89
88
88
89
89
89
89
89
89
88
88
88
88
88
88
89
89
89
89
88
88
86
86
88
88
89
89
89
89
89
89
88
88
89
89
88
88
89
89
89
89
89
89
90
90
93
93
90
90
87
87
88
88
90
90
89
89
86
86
86
86
88
88
87
87
89
89
87
87
90
90
87
87
88
88
88
88
85
85
89
89
88
88
89
89
90
90
89
89
87
87
88
88
88
88
87
87
89
89
88
88
90
90
87
87
88
88
89
89
89
89
89
89
89
89
89
89
90
90
89
89
89
89
89
89
89
89
89
89
88
88
90
90
89
89
88
88
86
86
89
89
86
86
86
86
86
86
87
87
88
88
87
87
87
87
87
87
87
87
87
87
86
86
85
85
86
86
87
87
86
86
87
87
86
86
86
86
85
85
86
86
85
85
81
81
82
82
79
79
81
81
78
78
76
76
76
76
74
74
76
76
74
74
72
72
71
71
77
77
67
67
66
66
66
66
65
65
66
66
66
66
64
64
62
62
60
60
59
59
58
58
61
61
54
54
55
55
51
51
52
52
51
51
48
48
45
45
45
45
39
39
34
34
27
27
21
21
18
18
18
18
16
16
16
16
15
15
15
15
17
17
17
17
16
16
17
17
17
17
15
15
15
15
16
16
17
17
15
15
17
17
16
16
15
15
16
16
17
17
15
15
17
17
17
17
15
15
16
16
18
18
22
22
27
27
33
33
48
48
70
70
80
80
83
83
85
85
85
85
86
86
87
87
89
89
87
87
88
88
89
89
88
88
88
88
88
88
88
88
87
87
88
88
89
89
87
87
88
88
88
88
89
89
89
89
90
90
88
88
89
89
90
90
88
88
89
89
89
89
91
91
89
89
88
88
91
91
91
91
90
90
89
89
91
91
91
91
89
89
89
89
89
89
88
88
90
90
89
89
88
88
90
90
91
91
90
90
89
89
89
89
91
91
90
90
89
89
