ty
96
96
96
96
95
96
95
95
95
95
95
94
95
94
95
95
95
94
95
95
95
95
96
95
95
95
96
95
95
96
96
95
96
96
96
96
96
96
96
95
96
96
95
96
96
95
95
95
95
95
95
95
95
95
95
95
95
95
95
96
96
97
97
97
97
97
97
96
97
97
97
96
96
95
95
94
94
95
96
95
96
96
96
95
96
96
95
95
95
95
94
94
94
94
94
95
95
95
95
95
94
94
94
94
94
94
94
94
96
95
95
95
95
95
95
96
96
96
96
96
96
95
95
95
94
95
95
95
95
95
95
94
94
94
95
96
96
97
96
97
96
95
95
95
95
95
94
94
95
94
94
95
96
96
96
97
96
95
95
95
94
94
95
94
94
94
94
94
94
94
94
93
93
93
93
93
93
93
93
93
93
92
92
91
90
90
88
86
84
82
79
76
73
70
67
64
60
57
54
50
46
43
39
36
32
30
27
25
21
20
19
18
17
18
18
18
18
18
18
18
18
18
19
20
22
24
27
30
34
38
43
48
53
57
63
67
72
76
81
84
87
90
91
92
93
94
93
94
94
94
94
94
94
95
95
96
96
96
96
96
96
95
95
95
95
95
95
96
96
96
96
96
96
96
96
96
96
96
97
96
96
96
96
96
96
96
96
95
96
96
96
96
96
96
95
96
96
96
95
95
95
95
94
95
96
95
96
96
96
96
96
96
96
96
96
96
96
95
95
95
95
94
96
96
95
95
96
96
96
96
96
95
95
95
95
95
95
96
96
96
96
97
97
96
97
96
96
96
96
96
95
96
96
95
96
97
96
96
97
97
96
96
96
96
96
96
96
97
96
96
96
96
95
95
96
96
96
96
97
96
97
97
97
96
96
96
96
96
96
97
96
96
97
96
96
96
96
95
96
95
95
95
95
95
95
95
95
95
96
95
95
95
96
96
96
96
96
95
95
95
95
96
96
96
96
97
96
96
97
97
96
96
96
96
96
96
96
97
96
96
96
96
96
96
96
96
97
96
96
95
95
95
95
95
95
95
95
95
96
96
96
96
96
96
96
96
96
96
96
96
95
95
95
95
95
95
95
95
95
95
95
95
96
95
96
96
96
96
96
95
96
96
96
96
96
96
95
95
95
95
99
99
99
99
99
100
100
100
99
99
98
98
98
98
98
97
97
97
97
97
98
98
98
98
98
98
99
98
98
99
99
99
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
97
97
98
98
98
98
99
98
97
97
97
97
96
96
96
96
97
97
96
96
97
97
96
97
96
97
97
97
97
97
97
97
97
97
97
97
97
98
98
97
97
97
97
97
97
98
98
98
98
98
98
98
98
98
97
97
97
96
96
97
97
98
98
98
98
98
98
98
98
98
98
98
97
97
97
97
97
97
98
98
97
98
97
98
97
98
97
97
97
98
97
97
96
97
96
96
96
96
95
96
95
95
95
96
96
95
96
96
95
96
95
95
95
96
94
94
93
93
92
93
92
91
90
88
86
84
81
77
75
72
68
65
63
60
57
54
50
47
44
40
38
34
31
29
26
24
23
21
21
20
20
19
19
20
19
19
19
20
18
19
20
21
23
25
28
31
34
38
41
46
50
54
59
63
67
72
75
80
84
87
89
91
92
94
94
95
96
96
96
96
96
97
97
97
97
97
97
97
98
98
98
98
98
98
98
98
98
98
98
97
98
96
96
96
96
95
97
97
97
97
98
98
98
98
98
97
97
97
97
98
97
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
97
98
97
97
96
97
97
97
97
98
97
98
98
98
97
97
97
97
98
97
97
97
97
97
97
97
97
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
97
97
97
97
97
98
98
98
98
98
98
98
99
99
98
98
99
98
98
98
98
97
97
96
97
97
97
97
98
98
98
98
97
97
98
97
97
97
97
96
96
96
97
97
97
98
98
98
98
98
98
97
97
97
97
97
97
97
98
97
98
98
97
97
98
97
98
98
98
98
98
98
98
98
99
99
99
99
99
99
98
97
98
97
97
97
98
97
98
98
99
98
99
99
99
99
99
99
98
98
98
97
97
97
97
98
98
97
98
97
97
97
98
98
98
98
98
98
97
97
97
97
97
98
98
97
98
98
98
98
98
98
97
98
98
98
98
98
98
98
98
98
98
98
98
98
99
99
99
99
99
98
98
98
98
98
98
98
98
98
95
95
95
96
96
95
95
95
95
96
96
96
96
96
96
96
96
97
97
96
96
96
96
95
95
95
95
95
96
96
96
96
96
96
96
97
97
97
97
96
97
97
96
96
96
95
95
94
94
95
96
96
96
97
96
96
95
95
95
95
96
95
96
95
96
96
97
96
97
97
97
97
97
97
97
96
97
96
95
95
95
95
95
95
94
94
94
94
94
94
94
94
95
94
95
95
95
95
95
95
95
95
95
95
95
96
95
95
95
95
95
96
95
96
